Date,PowerType,Electricity,TotalElectricity
2022/01/20 21:00,SolarPower,3425.95,5102.86
2022/01/20 21:00,HydroPower,3390.35,8493.21
2022/01/20 21:00,WindPower,4163.87,12657.08
2022/01/20 21:00,Consume,3547.69,9109.39
2022/01/20 22:00,SolarPower,4000.33,13109.72
2022/01/20 22:00,HydroPower,2430.53,15540.25
2022/01/20 22:00,WindPower,1901.29,17441.54
2022/01/20 22:00,Consume,12992.5,4449.04
2022/01/20 23:00,SolarPower,1650.08,6099.12
2022/01/20 23:00,HydroPower,4926.97,11026.09
2022/01/20 23:00,WindPower,399.08,11425.17
2022/01/20 23:00,Consume,10043.46,1381.71
2022/01/21 00:00,SolarPower,3353.34,4735.05
2022/01/21 00:00,HydroPower,1893.26,6628.31
2022/01/21 00:00,WindPower,3862.85,10491.16
2022/01/21 00:00,Consume,1283.28,9207.88
2022/01/21 01:00,SolarPower,4200.13,13408.01
2022/01/21 01:00,HydroPower,2145.07,15553.08
2022/01/21 01:00,WindPower,3879.8,19432.88
2022/01/21 01:00,Consume,1360.61,18072.27
2022/01/21 02:00,SolarPower,3371.88,21444.15
2022/01/21 02:00,HydroPower,4133.38,25577.53
2022/01/21 02:00,WindPower,4759.36,30336.89
2022/01/21 02:00,Consume,18081.42,12255.47
2022/01/21 03:00,SolarPower,1194.51,13449.98
2022/01/21 03:00,HydroPower,3877.26,17327.24
2022/01/21 03:00,WindPower,1809.74,19136.98
2022/01/21 03:00,Consume,18901.33,235.65
2022/01/21 04:00,SolarPower,4963.08,5198.73
2022/01/21 04:00,HydroPower,1352.89,6551.62
2022/01/21 04:00,WindPower,2174.08,8725.7
2022/01/21 04:00,Consume,2061.62,6664.08
2022/01/21 05:00,SolarPower,2421.11,9085.19
2022/01/21 05:00,HydroPower,1775.61,10860.8
2022/01/21 05:00,WindPower,849.96,11710.76
2022/01/21 05:00,Consume,940.43,10770.33
2022/01/21 06:00,SolarPower,1550.82,12321.15
2022/01/21 06:00,HydroPower,3238.82,15559.97
2022/01/21 06:00,WindPower,2073.87,17633.84
2022/01/21 06:00,Consume,3479.75,14154.09
2022/01/21 07:00,SolarPower,635.16,14789.25
2022/01/21 07:00,HydroPower,4171.99,18961.24
2022/01/21 07:00,WindPower,4066.1,23027.34
2022/01/21 07:00,Consume,3694.24,19333.1
2022/01/21 08:00,SolarPower,4268.27,23601.37
2022/01/21 08:00,HydroPower,209.11,23810.48
2022/01/21 08:00,WindPower,2439.32,26249.8
2022/01/21 08:00,Consume,6647.07,19602.73
2022/01/21 09:00,SolarPower,3526.88,23129.61
2022/01/21 09:00,HydroPower,101.82,23231.43
2022/01/21 09:00,WindPower,480.04,23711.47
2022/01/21 09:00,Consume,2573.99,21137.48
2022/01/21 10:00,SolarPower,4794.26,25931.74
2022/01/21 10:00,HydroPower,2975.23,28906.97
2022/01/21 10:00,WindPower,1139.86,30046.83
2022/01/21 10:00,Consume,8946.79,21100.04
2022/01/21 11:00,SolarPower,1643.9,22743.94
2022/01/21 11:00,HydroPower,4394.35,27138.29
2022/01/21 11:00,WindPower,1951.88,29090.17
2022/01/21 11:00,Consume,3081.37,26008.8
2022/01/21 12:00,SolarPower,2040.85,28049.65
2022/01/21 12:00,HydroPower,1551.45,29601.1
2022/01/21 12:00,WindPower,290.82,29891.92
2022/01/21 12:00,Consume,22652.19,7239.73
2022/01/21 13:00,SolarPower,4562.14,11801.87
2022/01/21 13:00,HydroPower,2321.74,14123.61
2022/01/21 13:00,WindPower,4154.63,18278.24
2022/01/21 13:00,Consume,15608.57,2669.67
2022/01/21 14:00,SolarPower,3651.43,6321.1
2022/01/21 14:00,HydroPower,616.68,6937.78
2022/01/21 14:00,WindPower,4876.39,11814.17
2022/01/21 14:00,Consume,4791.21,7022.96
2022/01/21 15:00,SolarPower,1124.23,8147.19
2022/01/21 15:00,HydroPower,3294.51,11441.7
2022/01/21 15:00,WindPower,1650.37,13092.07
2022/01/21 15:00,Consume,10917.68,2174.39
2022/01/21 16:00,SolarPower,3242.21,5416.6
2022/01/21 16:00,HydroPower,1584.29,7000.89
2022/01/21 16:00,WindPower,3431.73,10432.62
2022/01/21 16:00,Consume,8056.43,2376.19
2022/01/21 17:00,SolarPower,4696.68,7072.87
2022/01/21 17:00,HydroPower,1677.34,8750.21
2022/01/21 17:00,WindPower,3700.71,12450.92
2022/01/21 17:00,Consume,1889.23,10561.69
2022/01/21 18:00,SolarPower,3337.7,13899.39
2022/01/21 18:00,HydroPower,630.94,14530.33
2022/01/21 18:00,WindPower,1570.28,16100.61
2022/01/21 18:00,Consume,14186.19,1914.42
2022/01/21 19:00,SolarPower,4714.86,6629.28
2022/01/21 19:00,HydroPower,2130.83,8760.11
2022/01/21 19:00,WindPower,1231.76,9991.87
2022/01/21 19:00,Consume,4765.23,5226.64
2022/01/21 20:00,SolarPower,3740.82,8967.46
2022/01/21 20:00,HydroPower,3179.15,12146.61
2022/01/21 20:00,WindPower,417.19,12563.8
2022/01/21 20:00,Consume,10497.01,2066.79
2022/01/21 21:00,SolarPower,2445.7,4512.49
2022/01/21 21:00,HydroPower,3719.91,8232.4
2022/01/21 21:00,WindPower,285.82,8518.22
2022/01/21 21:00,Consume,7512.11,1006.11
2022/01/21 22:00,SolarPower,657.92,1664.03
2022/01/21 22:00,HydroPower,4439.0,6103.03
2022/01/21 22:00,WindPower,3602.64,9705.67
2022/01/21 22:00,Consume,7610.05,2095.62
2022/01/21 23:00,SolarPower,2719.38,4815.0
2022/01/21 23:00,HydroPower,3587.65,8402.65
2022/01/21 23:00,WindPower,2869.02,11271.67
2022/01/21 23:00,Consume,2883.63,8388.04
2022/01/22 00:00,SolarPower,1917.53,10305.57
2022/01/22 00:00,HydroPower,2915.38,13220.95
2022/01/22 00:00,WindPower,3147.32,16368.27
2022/01/22 00:00,Consume,10400.36,5967.91
2022/01/22 01:00,SolarPower,4958.52,10926.43
2022/01/22 01:00,HydroPower,2162.11,13088.54
2022/01/22 01:00,WindPower,420.52,13509.06
2022/01/22 01:00,Consume,5332.47,8176.59
2022/01/22 02:00,SolarPower,1623.1,9799.69
2022/01/22 02:00,HydroPower,4421.66,14221.35
2022/01/22 02:00,WindPower,1627.57,15848.92
2022/01/22 02:00,Consume,15665.85,183.07
2022/01/22 03:00,SolarPower,3590.13,3773.2
2022/01/22 03:00,HydroPower,596.35,4369.55
2022/01/22 03:00,WindPower,3860.13,8229.68
2022/01/22 03:00,Consume,510.6,7719.08
2022/01/22 04:00,SolarPower,3227.01,10946.09
2022/01/22 04:00,HydroPower,3611.67,14557.76
2022/01/22 04:00,WindPower,4882.29,19440.05
2022/01/22 04:00,Consume,17063.03,2377.02
2022/01/22 05:00,SolarPower,2231.7,4608.72
2022/01/22 05:00,HydroPower,3433.41,8042.13
2022/01/22 05:00,WindPower,3438.02,11480.15
2022/01/22 05:00,Consume,6808.76,4671.39
2022/01/22 06:00,SolarPower,3347.25,8018.64
2022/01/22 06:00,HydroPower,333.37,8352.01
2022/01/22 06:00,WindPower,2167.92,10519.93
2022/01/22 06:00,Consume,1927.95,8591.98
2022/01/22 07:00,SolarPower,4617.96,13209.94
2022/01/22 07:00,HydroPower,675.73,13885.67
2022/01/22 07:00,WindPower,4598.57,18484.24
2022/01/22 07:00,Consume,12908.29,5575.95
2022/01/22 08:00,SolarPower,1548.0,7123.95
2022/01/22 08:00,HydroPower,4160.76,11284.71
2022/01/22 08:00,WindPower,882.17,12166.88
2022/01/22 08:00,Consume,2781.06,9385.82
2022/01/22 09:00,SolarPower,124.08,9509.9
2022/01/22 09:00,HydroPower,3038.14,12548.04
2022/01/22 09:00,WindPower,977.49,13525.53
2022/01/22 09:00,Consume,7706.62,5818.91
2022/01/22 10:00,SolarPower,4420.65,10239.56
2022/01/22 10:00,HydroPower,4182.98,14422.54
2022/01/22 10:00,WindPower,4713.54,19136.08
2022/01/22 10:00,Consume,5267.6,13868.48
2022/01/22 11:00,SolarPower,4854.27,18722.75
2022/01/22 11:00,HydroPower,4035.62,22758.37
2022/01/22 11:00,WindPower,2262.7,25021.07
2022/01/22 11:00,Consume,1050.22,23970.85
2022/01/22 12:00,SolarPower,77.81,24048.66
2022/01/22 12:00,HydroPower,2039.61,26088.27
2022/01/22 12:00,WindPower,1769.1,27857.37
2022/01/22 12:00,Consume,813.02,27044.35
2022/01/22 13:00,SolarPower,2855.41,29899.76
2022/01/22 13:00,HydroPower,1270.17,31169.93
2022/01/22 13:00,WindPower,2067.23,33237.16
2022/01/22 13:00,Consume,31722.99,1514.17
2022/01/22 14:00,SolarPower,3714.92,5229.09
2022/01/22 14:00,HydroPower,4882.95,10112.04
2022/01/22 14:00,WindPower,3858.22,13970.26
2022/01/22 14:00,Consume,10516.13,3454.13
2022/01/22 15:00,SolarPower,1086.39,4540.52
2022/01/22 15:00,HydroPower,3024.06,7564.58
2022/01/22 15:00,WindPower,2739.85,10304.43
2022/01/22 15:00,Consume,3415.9,6888.53
2022/01/22 16:00,SolarPower,3721.15,10609.68
2022/01/22 16:00,HydroPower,407.3,11016.98
2022/01/22 16:00,WindPower,4955.08,15972.06
2022/01/22 16:00,Consume,523.03,15449.03
2022/01/22 17:00,SolarPower,142.56,15591.59
2022/01/22 17:00,HydroPower,4368.51,19960.1
2022/01/22 17:00,WindPower,4550.58,24510.68
2022/01/22 17:00,Consume,1808.09,22702.59
2022/01/22 18:00,SolarPower,4099.93,26802.52
2022/01/22 18:00,HydroPower,1857.51,28660.03
2022/01/22 18:00,WindPower,4884.74,33544.77
2022/01/22 18:00,Consume,7457.57,26087.2
2022/01/22 19:00,SolarPower,1370.77,27457.97
2022/01/22 19:00,HydroPower,3307.92,30765.89
2022/01/22 19:00,WindPower,1400.37,32166.26
2022/01/22 19:00,Consume,485.13,31681.13
2022/01/22 20:00,SolarPower,1007.88,32689.01
2022/01/22 20:00,HydroPower,1208.61,33897.62
2022/01/22 20:00,WindPower,855.6,34753.22
2022/01/22 20:00,Consume,13511.28,21241.94
2022/01/22 21:00,SolarPower,203.9,21445.84
2022/01/22 21:00,HydroPower,3414.75,24860.59
2022/01/22 21:00,WindPower,80.49,24941.08
2022/01/22 21:00,Consume,9022.85,15918.23
2022/01/22 22:00,SolarPower,1356.82,17275.05
2022/01/22 22:00,HydroPower,1438.11,18713.16
2022/01/22 22:00,WindPower,1385.56,20098.72
2022/01/22 22:00,Consume,14801.04,5297.68
2022/01/22 23:00,SolarPower,247.93,5545.61
2022/01/22 23:00,HydroPower,1405.38,6950.99
2022/01/22 23:00,WindPower,4102.02,11053.01
2022/01/22 23:00,Consume,7258.51,3794.5
2022/01/23 00:00,SolarPower,271.88,4066.38
2022/01/23 00:00,HydroPower,4631.95,8698.33
2022/01/23 00:00,WindPower,3230.1,11928.43
2022/01/23 00:00,Consume,6467.52,5460.91
2022/01/23 01:00,SolarPower,692.28,6153.19
2022/01/23 01:00,HydroPower,562.65,6715.84
2022/01/23 01:00,WindPower,2679.14,9394.98
2022/01/23 01:00,Consume,8205.42,1189.56
2022/01/23 02:00,SolarPower,3126.79,4316.35
2022/01/23 02:00,HydroPower,1128.97,5445.32
2022/01/23 02:00,WindPower,2774.81,8220.13
2022/01/23 02:00,Consume,6326.67,1893.46
2022/01/23 03:00,SolarPower,1171.79,3065.25
2022/01/23 03:00,HydroPower,4776.27,7841.52
2022/01/23 03:00,WindPower,3281.96,11123.48
2022/01/23 03:00,Consume,10115.36,1008.12
2022/01/23 04:00,SolarPower,1088.97,2097.09
2022/01/23 04:00,HydroPower,270.23,2367.32
2022/01/23 04:00,WindPower,2949.98,5317.3
2022/01/23 04:00,Consume,2779.44,2537.86
2022/01/23 05:00,SolarPower,4939.7,7477.56
2022/01/23 05:00,HydroPower,1626.89,9104.45
2022/01/23 05:00,WindPower,292.94,9397.39
2022/01/23 05:00,Consume,4463.68,4933.71
2022/01/23 06:00,SolarPower,485.88,5419.59
2022/01/23 06:00,HydroPower,1684.56,7104.15
2022/01/23 06:00,WindPower,1637.83,8741.98
2022/01/23 06:00,Consume,2294.38,6447.6
2022/01/23 07:00,SolarPower,900.46,7348.06
2022/01/23 07:00,HydroPower,2672.08,10020.14
2022/01/23 07:00,WindPower,4162.03,14182.17
2022/01/23 07:00,Consume,9997.55,4184.62
2022/01/23 08:00,SolarPower,3083.54,7268.16
2022/01/23 08:00,HydroPower,1835.63,9103.79
2022/01/23 08:00,WindPower,1890.16,10993.95
2022/01/23 08:00,Consume,4175.33,6818.62
2022/01/23 09:00,SolarPower,4092.81,10911.43
2022/01/23 09:00,HydroPower,4743.51,15654.94
2022/01/23 09:00,WindPower,3536.74,19191.68
2022/01/23 09:00,Consume,15413.37,3778.31
2022/01/23 10:00,SolarPower,40.09,3818.4
2022/01/23 10:00,HydroPower,25.19,3843.59
2022/01/23 10:00,WindPower,1542.68,5386.27
2022/01/23 10:00,Consume,1228.39,4157.88
2022/01/23 11:00,SolarPower,4890.02,9047.9
2022/01/23 11:00,HydroPower,2864.49,11912.39
2022/01/23 11:00,WindPower,4686.99,16599.38
2022/01/23 11:00,Consume,11577.19,5022.19
2022/01/23 12:00,SolarPower,1194.34,6216.53
2022/01/23 12:00,HydroPower,4793.7,11010.23
2022/01/23 12:00,WindPower,2820.62,13830.85
2022/01/23 12:00,Consume,2148.52,11682.33
2022/01/23 13:00,SolarPower,4938.07,16620.4
2022/01/23 13:00,HydroPower,3623.25,20243.65
2022/01/23 13:00,WindPower,2696.38,22940.03
2022/01/23 13:00,Consume,8949.82,13990.21
2022/01/23 14:00,SolarPower,3078.94,17069.15
2022/01/23 14:00,HydroPower,3735.05,20804.2
2022/01/23 14:00,WindPower,386.01,21190.21
2022/01/23 14:00,Consume,17857.56,3332.65
2022/01/23 15:00,SolarPower,1527.93,4860.58
2022/01/23 15:00,HydroPower,839.93,5700.51
2022/01/23 15:00,WindPower,2964.47,8664.98
2022/01/23 15:00,Consume,526.81,8138.17
2022/01/23 16:00,SolarPower,3957.39,12095.56
2022/01/23 16:00,HydroPower,2671.29,14766.85
2022/01/23 16:00,WindPower,1697.93,16464.78
2022/01/23 16:00,Consume,5436.24,11028.54
2022/01/23 17:00,SolarPower,1571.38,12599.92
2022/01/23 17:00,HydroPower,1795.55,14395.47
2022/01/23 17:00,WindPower,1161.64,15557.11
2022/01/23 17:00,Consume,8913.01,6644.1
2022/01/23 18:00,SolarPower,283.13,6927.23
2022/01/23 18:00,HydroPower,2243.78,9171.01
2022/01/23 18:00,WindPower,4604.87,13775.88
2022/01/23 18:00,Consume,10159.48,3616.4
2022/01/23 19:00,SolarPower,1776.95,5393.35
2022/01/23 19:00,HydroPower,4290.95,9684.3
2022/01/23 19:00,WindPower,3139.93,12824.23
2022/01/23 19:00,Consume,12277.38,546.85
2022/01/23 20:00,SolarPower,2629.87,3176.72
2022/01/23 20:00,HydroPower,1840.42,5017.14
2022/01/23 20:00,WindPower,3497.86,8515.0
2022/01/23 20:00,Consume,5048.32,3466.68
2022/01/23 21:00,SolarPower,4910.17,8376.85
2022/01/23 21:00,HydroPower,3315.91,11692.76
2022/01/23 21:00,WindPower,2332.69,14025.45
2022/01/23 21:00,Consume,8075.68,5949.77
2022/01/23 22:00,SolarPower,960.2,6909.97
2022/01/23 22:00,HydroPower,3907.23,10817.2
2022/01/23 22:00,WindPower,1282.37,12099.57
2022/01/23 22:00,Consume,636.32,11463.25
2022/01/23 23:00,SolarPower,1581.13,13044.38
2022/01/23 23:00,HydroPower,4801.72,17846.1
2022/01/23 23:00,WindPower,1536.3,19382.4
2022/01/23 23:00,Consume,14325.88,5056.52
2022/01/24 00:00,SolarPower,2439.18,7495.7
2022/01/24 00:00,HydroPower,10.08,7505.78
2022/01/24 00:00,WindPower,953.29,8459.07
2022/01/24 00:00,Consume,4244.95,4214.12
2022/01/24 01:00,SolarPower,733.32,4947.44
2022/01/24 01:00,HydroPower,2370.41,7317.85
2022/01/24 01:00,WindPower,509.57,7827.42
2022/01/24 01:00,Consume,5143.7,2683.72
2022/01/24 02:00,SolarPower,2557.15,5240.87
2022/01/24 02:00,HydroPower,1715.64,6956.51
2022/01/24 02:00,WindPower,3961.73,10918.24
2022/01/24 02:00,Consume,7313.33,3604.91
2022/01/24 03:00,SolarPower,1484.48,5089.39
2022/01/24 03:00,HydroPower,2926.12,8015.51
2022/01/24 03:00,WindPower,4261.65,12277.16
2022/01/24 03:00,Consume,6814.2,5462.96
2022/01/24 04:00,SolarPower,548.38,6011.34
2022/01/24 04:00,HydroPower,3116.9,9128.24
2022/01/24 04:00,WindPower,1161.83,10290.07
2022/01/24 04:00,Consume,3149.41,7140.66
2022/01/24 05:00,SolarPower,448.9,7589.56
2022/01/24 05:00,HydroPower,4931.86,12521.42
2022/01/24 05:00,WindPower,1215.01,13736.43
2022/01/24 05:00,Consume,6358.16,7378.27
2022/01/24 06:00,SolarPower,2750.2,10128.47
2022/01/24 06:00,HydroPower,1945.76,12074.23
2022/01/24 06:00,WindPower,1011.73,13085.96
2022/01/24 06:00,Consume,2247.43,10838.53
2022/01/24 07:00,SolarPower,2009.5,12848.03
2022/01/24 07:00,HydroPower,2253.46,15101.49
2022/01/24 07:00,WindPower,3771.79,18873.28
2022/01/24 07:00,Consume,13058.86,5814.42
2022/01/24 08:00,SolarPower,2268.28,8082.7
2022/01/24 08:00,HydroPower,2434.11,10516.81
2022/01/24 08:00,WindPower,4150.86,14667.67
2022/01/24 08:00,Consume,3258.41,11409.26
2022/01/24 09:00,SolarPower,4734.04,16143.3
2022/01/24 09:00,HydroPower,619.57,16762.87
2022/01/24 09:00,WindPower,2779.37,19542.24
2022/01/24 09:00,Consume,15619.91,3922.33
2022/01/24 10:00,SolarPower,1596.22,5518.55
2022/01/24 10:00,HydroPower,4825.1,10343.65
2022/01/24 10:00,WindPower,3466.83,13810.48
2022/01/24 10:00,Consume,9292.95,4517.53
2022/01/24 11:00,SolarPower,1982.67,6500.2
2022/01/24 11:00,HydroPower,4075.35,10575.55
2022/01/24 11:00,WindPower,4363.8,14939.35
2022/01/24 11:00,Consume,3318.77,11620.58
2022/01/24 12:00,SolarPower,1831.96,13452.54
2022/01/24 12:00,HydroPower,4297.96,17750.5
2022/01/24 12:00,WindPower,2990.56,20741.06
2022/01/24 12:00,Consume,2156.78,18584.28
2022/01/24 13:00,SolarPower,4289.71,22873.99
2022/01/24 13:00,HydroPower,3532.83,26406.82
2022/01/24 13:00,WindPower,14.45,26421.27
2022/01/24 13:00,Consume,22364.17,4057.1
2022/01/24 14:00,SolarPower,249.9,4307.0
2022/01/24 14:00,HydroPower,2140.31,6447.31
2022/01/24 14:00,WindPower,3701.61,10148.92
2022/01/24 14:00,Consume,6350.43,3798.49
2022/01/24 15:00,SolarPower,4108.76,7907.25
2022/01/24 15:00,HydroPower,3056.45,10963.7
2022/01/24 15:00,WindPower,2409.11,13372.81
2022/01/24 15:00,Consume,8558.11,4814.7
2022/01/24 16:00,SolarPower,3756.23,8570.93
2022/01/24 16:00,HydroPower,4525.25,13096.18
2022/01/24 16:00,WindPower,4902.2,17998.38
2022/01/24 16:00,Consume,5079.05,12919.33
2022/01/24 17:00,SolarPower,720.1,13639.43
2022/01/24 17:00,HydroPower,1360.24,14999.67
2022/01/24 17:00,WindPower,2213.35,17213.02
2022/01/24 17:00,Consume,16849.7,363.32
2022/01/24 18:00,SolarPower,4235.28,4598.6
2022/01/24 18:00,HydroPower,2987.28,7585.88
2022/01/24 18:00,WindPower,772.2,8358.08
2022/01/24 18:00,Consume,4254.11,4103.97
2022/01/24 19:00,SolarPower,80.75,4184.72
2022/01/24 19:00,HydroPower,4201.59,8386.31
2022/01/24 19:00,WindPower,2006.82,10393.13
2022/01/24 19:00,Consume,1919.32,8473.81
2022/01/24 20:00,SolarPower,1328.77,9802.58
2022/01/24 20:00,HydroPower,4471.93,14274.51
2022/01/24 20:00,WindPower,1765.1,16039.61
2022/01/24 20:00,Consume,1487.27,14552.34
2022/01/24 21:00,SolarPower,3606.24,18158.58
2022/01/24 21:00,HydroPower,4648.99,22807.57
2022/01/24 21:00,WindPower,4543.14,27350.71
2022/01/24 21:00,Consume,19778.22,7572.49
2022/01/24 22:00,SolarPower,1801.87,9374.36
2022/01/24 22:00,HydroPower,1677.97,11052.33
2022/01/24 22:00,WindPower,2772.28,13824.61
2022/01/24 22:00,Consume,13417.9,406.71
2022/01/24 23:00,SolarPower,3689.22,4095.93
2022/01/24 23:00,HydroPower,1552.14,5648.07
2022/01/24 23:00,WindPower,1828.03,7476.1
2022/01/24 23:00,Consume,6658.73,817.37
2022/01/25 00:00,SolarPower,805.97,1623.34
2022/01/25 00:00,HydroPower,630.57,2253.91
2022/01/25 00:00,WindPower,312.06,2565.97
2022/01/25 00:00,Consume,1449.79,1116.18
2022/01/25 01:00,SolarPower,468.39,1584.57
2022/01/25 01:00,HydroPower,1661.89,3246.46
2022/01/25 01:00,WindPower,1421.24,4667.7
2022/01/25 01:00,Consume,3267.88,1399.82
2022/01/25 02:00,SolarPower,2408.34,3808.16
2022/01/25 02:00,HydroPower,1916.33,5724.49
2022/01/25 02:00,WindPower,2834.69,8559.18
2022/01/25 02:00,Consume,7968.04,591.14
2022/01/25 03:00,SolarPower,1438.74,2029.88
2022/01/25 03:00,HydroPower,812.21,2842.09
2022/01/25 03:00,WindPower,2045.02,4887.11
2022/01/25 03:00,Consume,1365.75,3521.36
2022/01/25 04:00,SolarPower,2642.66,6164.02
2022/01/25 04:00,HydroPower,248.66,6412.68
2022/01/25 04:00,WindPower,2067.03,8479.71
2022/01/25 04:00,Consume,2785.44,5694.27
2022/01/25 05:00,SolarPower,2681.35,8375.62
2022/01/25 05:00,HydroPower,89.58,8465.2
2022/01/25 05:00,WindPower,4143.23,12608.43
2022/01/25 05:00,Consume,5518.13,7090.3
2022/01/25 06:00,SolarPower,2138.71,9229.01
2022/01/25 06:00,HydroPower,1971.17,11200.18
2022/01/25 06:00,WindPower,233.85,11434.03
2022/01/25 06:00,Consume,8104.72,3329.31
2022/01/25 07:00,SolarPower,2323.49,5652.8
2022/01/25 07:00,HydroPower,152.43,5805.23
2022/01/25 07:00,WindPower,576.36,6381.59
2022/01/25 07:00,Consume,4458.44,1923.15
2022/01/25 08:00,SolarPower,4329.3,6252.45
2022/01/25 08:00,HydroPower,539.84,6792.29
2022/01/25 08:00,WindPower,2128.38,8920.67
2022/01/25 08:00,Consume,1793.84,7126.83
2022/01/25 09:00,SolarPower,4034.04,11160.87
2022/01/25 09:00,HydroPower,1038.3,12199.17
2022/01/25 09:00,WindPower,4972.94,17172.11
2022/01/25 09:00,Consume,15661.17,1510.94
2022/01/25 10:00,SolarPower,632.24,2143.18
2022/01/25 10:00,HydroPower,4886.01,7029.19
2022/01/25 10:00,WindPower,3191.47,10220.66
2022/01/25 10:00,Consume,4923.39,5297.27
2022/01/25 11:00,SolarPower,708.2,6005.47
2022/01/25 11:00,HydroPower,4439.41,10444.88
2022/01/25 11:00,WindPower,2252.76,12697.64
2022/01/25 11:00,Consume,1286.3,11411.34
2022/01/25 12:00,SolarPower,1853.57,13264.91
2022/01/25 12:00,HydroPower,3900.71,17165.62
2022/01/25 12:00,WindPower,3321.37,20486.99
2022/01/25 12:00,Consume,18575.42,1911.57
2022/01/25 13:00,SolarPower,1824.09,3735.66
2022/01/25 13:00,HydroPower,2889.98,6625.64
2022/01/25 13:00,WindPower,4915.53,11541.17
2022/01/25 13:00,Consume,6155.37,5385.8
2022/01/25 14:00,SolarPower,796.48,6182.28
2022/01/25 14:00,HydroPower,2102.94,8285.22
2022/01/25 14:00,WindPower,4067.8,12353.02
2022/01/25 14:00,Consume,600.09,11752.93
2022/01/25 15:00,SolarPower,2999.23,14752.16
2022/01/25 15:00,HydroPower,1528.83,16280.99
2022/01/25 15:00,WindPower,3057.31,19338.3
2022/01/25 15:00,Consume,12146.64,7191.66
2022/01/25 16:00,SolarPower,2776.66,9968.32
2022/01/25 16:00,HydroPower,909.76,10878.08
2022/01/25 16:00,WindPower,286.54,11164.62
2022/01/25 16:00,Consume,3397.87,7766.75
2022/01/25 17:00,SolarPower,816.71,8583.46
2022/01/25 17:00,HydroPower,3476.88,12060.34
2022/01/25 17:00,WindPower,2703.99,14764.33
2022/01/25 17:00,Consume,12250.53,2513.8
2022/01/25 18:00,SolarPower,735.18,3248.98
2022/01/25 18:00,HydroPower,1906.24,5155.22
2022/01/25 18:00,WindPower,1634.97,6790.19
2022/01/25 18:00,Consume,2544.81,4245.38
2022/01/25 19:00,SolarPower,4875.52,9120.9
2022/01/25 19:00,HydroPower,3049.32,12170.22
2022/01/25 19:00,WindPower,4003.44,16173.66
2022/01/25 19:00,Consume,11056.33,5117.33
2022/01/25 20:00,SolarPower,3985.57,9102.9
2022/01/25 20:00,HydroPower,3487.74,12590.64
2022/01/25 20:00,WindPower,565.95,13156.59
2022/01/25 20:00,Consume,927.14,12229.45
2022/01/25 21:00,SolarPower,3576.81,15806.26
2022/01/25 21:00,HydroPower,313.0,16119.26
2022/01/25 21:00,WindPower,1875.72,17994.98
2022/01/25 21:00,Consume,353.12,17641.86
2022/01/25 22:00,SolarPower,576.42,18218.28
2022/01/25 22:00,HydroPower,3948.29,22166.57
2022/01/25 22:00,WindPower,2355.99,24522.56
2022/01/25 22:00,Consume,11280.01,13242.55
2022/01/25 23:00,SolarPower,2130.67,15373.22
2022/01/25 23:00,HydroPower,4242.79,19616.01
2022/01/25 23:00,WindPower,1947.94,21563.95
2022/01/25 23:00,Consume,1455.5,20108.45
2022/01/26 00:00,SolarPower,1106.19,21214.64
2022/01/26 00:00,HydroPower,920.54,22135.18
2022/01/26 00:00,WindPower,694.53,22829.71
2022/01/26 00:00,Consume,4878.52,17951.19
2022/01/26 01:00,SolarPower,313.86,18265.05
2022/01/26 01:00,HydroPower,3542.18,21807.23
2022/01/26 01:00,WindPower,4237.84,26045.07
2022/01/26 01:00,Consume,1113.73,24931.34
2022/01/26 02:00,SolarPower,1136.43,26067.77
2022/01/26 02:00,HydroPower,2386.17,28453.94
2022/01/26 02:00,WindPower,1744.73,30198.67
2022/01/26 02:00,Consume,24445.6,5753.07
2022/01/26 03:00,SolarPower,2006.96,7760.03
2022/01/26 03:00,HydroPower,4246.0,12006.03
2022/01/26 03:00,WindPower,1888.38,13894.41
2022/01/26 03:00,Consume,12755.37,1139.04
2022/01/26 04:00,SolarPower,1818.65,2957.69
2022/01/26 04:00,HydroPower,570.79,3528.48
2022/01/26 04:00,WindPower,2054.55,5583.03
2022/01/26 04:00,Consume,2233.59,3349.44
2022/01/26 05:00,SolarPower,4038.4,7387.84
2022/01/26 05:00,HydroPower,435.95,7823.79
2022/01/26 05:00,WindPower,3207.46,11031.25
2022/01/26 05:00,Consume,3586.1,7445.15
2022/01/26 06:00,SolarPower,4550.7,11995.85
2022/01/26 06:00,HydroPower,2679.3,14675.15
2022/01/26 06:00,WindPower,3226.68,17901.83
2022/01/26 06:00,Consume,16924.34,977.49
2022/01/26 07:00,SolarPower,4788.56,5766.05
2022/01/26 07:00,HydroPower,1025.37,6791.42
2022/01/26 07:00,WindPower,2029.12,8820.54
2022/01/26 07:00,Consume,7784.97,1035.57
2022/01/26 08:00,SolarPower,4494.67,5530.24
2022/01/26 08:00,HydroPower,2690.07,8220.31
2022/01/26 08:00,WindPower,2558.95,10779.26
2022/01/26 08:00,Consume,112.36,10666.9
2022/01/26 09:00,SolarPower,4723.95,15390.85
2022/01/26 09:00,HydroPower,2347.85,17738.7
2022/01/26 09:00,WindPower,1194.12,18932.82
2022/01/26 09:00,Consume,18413.64,519.18
2022/01/26 10:00,SolarPower,1505.53,2024.71
2022/01/26 10:00,HydroPower,425.13,2449.84
2022/01/26 10:00,WindPower,679.17,3129.01
2022/01/26 10:00,Consume,1762.24,1366.77
